latitude,longitude
39.99084869,-75.12238472
39.96773378,-75.13280748
39.98718096,-75.12677659
39.99236652,-75.12870028
39.925037,-75.16964106
39.92464726,-75.1627135
39.99497771,-75.11536148
39.98282713,-75.1016681
39.92482515,-75.16298017
39.99275512,-75.12587045
39.98344134,-75.11911351
39.97247412,-75.17205305
39.96606834,-75.13444541
39.99610122,-75.11329733
39.99179673,-75.12595937
39.93389978,-75.18138084
39.97868529,-75.09767083
39.98469403,-75.09586602
39.97402129,-75.2210928
39.97082485,-75.14669406
40.00538395,-75.14731569
39.98047108,-75.09540148
39.98624984,-75.14112985
39.92474852,-75.16236512
39.98971142,-75.13225601
40.02270033,-75.06723654
39.99286784,-75.08583908
40.02246176,-75.14312804
39.99781106,-75.114938
39.99970372,-75.10359078
39.96696336,-75.13196129
39.98388631,-75.09820927
39.97366295,-75.12325488
39.94954856,-75.20932086
39.94917247,-75.15935061
40.02214255,-75.14133429
39.93782291,-75.14992299
39.96724899,-75.13686858
39.97209839,-75.12408339
39.96445717,-75.19472879
40.04654724,-75.14038416
39.99227686,-75.10923044
39.96459069,-75.15127167
39.96350536,-75.21042339
39.99239075,-75.1111582
40.12264485,-75.01602229
40.02405174,-75.21775561
39.94892008,-75.21001504
39.99164451,-75.12243831
39.95048414,-75.16955489
39.987809,-75.13412668
39.99908919,-75.08528713
40.02751467,-75.0613103
39.94835401,-75.20905863
39.96609719,-75.13594101
39.96249475,-75.17324535
39.98820617,-75.1263106
39.95630646,-75.16542508
39.97163931,-75.24457395
39.93561303,-75.18239571
39.9362489,-75.18261674
39.96391462,-75.13778454
39.96633205,-75.13683922
39.94687269,-75.15861848
39.92109459,-75.22463223
39.94191735,-75.14920042
39.94879355,-75.15967807
39.9484158,-75.15987328
40.02132511,-75.14060624
40.05677463,-75.04755133
39.93599145,-75.18231202
39.98673773,-75.1183797
39.98638333,-75.11833725
39.9704302,-75.12382293
39.91897648,-75.18730525
39.95848977,-75.21383697
39.9861444,-75.14125154
39.9403021,-75.16242708
39.94066836,-75.162815
39.99089332,-75.14745313
39.98370731,-75.09442502
39.99194955,-75.12214074
39.98824973,-75.10980294
39.94979724,-75.14327443
39.94789434,-75.15916052
39.91526289,-75.14281846
39.94497814,-75.16339701
39.91366969,-75.14767824
39.92558929,-75.14650173
39.98869357,-75.12171344
39.98292978,-75.10141983
40.00832953,-75.07567942
39.99265688,-75.11414222
39.96782904,-75.13286352
40.0303331,-75.14981087
40.02738421,-75.22661741
39.9901579,-75.11109607
39.93634947,-75.14380875
40.00493677,-75.09803858
39.97130175,-75.12265594
39.97705543,-75.11951188
39.92945013,-75.16095082
40.07804664,-75.03008225
39.99246487,-75.14182092
39.99245873,-75.14177254
39.99247227,-75.1418795
39.92082501,-75.18221287
39.98726584,-75.12994313
39.95088866,-75.15682849
39.97137836,-75.22515681
39.97026152,-75.12219524
39.97887777,-75.11854678
40.06343151,-75.1586034
39.99236198,-75.10999556
39.92156033,-75.2250629
39.97224651,-75.1344325
39.92466531,-75.16264282
39.99818104,-75.11330354
39.90442932,-75.23902986
39.95853248,-75.15927001
39.94989275,-75.14376388
39.94927433,-75.16046929
39.98677442,-75.13054171
39.93509445,-75.18480163
39.93519146,-75.1853128
40.01519832,-75.09383371
