latitude,longitude
33.452407,-112.00193
33.464522,-112.029856
33.494412,-112.069985
33.439736,-112.095952
33.5103,-112.096017
33.61108,-112.150712
33.472502,-112.021894
33.48087,-112.154179
33.641644,-112.015987
33.640225,-112.119624
33.448669,-112.047203
33.459332,-112.131546
33.596724,-112.112666
33.582164,-112.11726
33.507838,-112.091529
33.459971,-112.084647
33.536023,-112.142627
33.571042,-112.08729
33.488753,-111.995812
33.455129,-112.047912
33.640955,-112.003881
33.495201,-112.082798
33.465965,-111.995256
33.593881,-112.021577
33.503643,-111.987052
33.665575,-112.15382
33.475049,-112.221169
33.452236,-112.211926
33.429083,-112.082582
33.62544,-112.116311
33.387992,-112.069159
33.571501,-112.118482
33.451558,-111.994947
33.428684,-112.065319
33.582002,-112.053894
33.624855,-112.099136
33.502307,-112.202309
33.397797,-112.069773
33.538291,-112.113868
33.376703,-112.176299
33.494374,-112.135376
33.655881,-111.986079
33.502503,-112.237433
33.632398,-112.03126
33.512651,-112.060449
33.451524,-112.103055
33.52381,-112.113112
33.477568,-112.031249
33.463297,-112.030794
33.458851,-112.070851
33.507831,-112.021312
33.50918,-112.023628
33.466171,-112.221213
33.480986,-112.117392
33.429164,-112.065025
33.396101,-112.138291
33.498294,-112.247501
33.640543,-112.091107
33.539065,-112.100236
33.504441,-112.048665
33.447728,-111.952673
33.391024,-112.134258
33.538551,-112.043526
33.422494,-111.986659
33.640027,-112.115923
33.654903,-111.981596
33.641631,-112.003854
33.521921,-112.237139
33.504977,-112.238153
33.640758,-112.113299
33.57261,-112.121271
33.543267,-112.038776
33.495192,-112.20366
33.684397,-112.06627
33.641057,-112.012974
33.65433,-112.112337
33.460121,-112.01488
33.698572,-112.143939
33.610572,-112.112157
33.539343,-112.116489
33.484046,-112.067403
33.462441,-112.091097
33.622895,-112.00724
33.395672,-112.039205
33.52201,-112.09925
33.501781,-112.237494
33.475969,-112.029937
33.477129,-112.208916
33.567971,-112.059291
33.494603,-112.117479
33.618781,-112.100521
33.383889,-112.158729
33.487351,-112.081899
33.472858,-112.029877
33.5833,-112.151945
33.577817,-112.047621
33.472709,-112.068329
33.429073,-112.082493
33.493418,-112.108782
33.677513,-111.978355
33.398214,-112.168846
33.442528,-112.097373
33.461478,-112.079512
33.461161,-112.02349
33.614179,-112.117326
33.523646,-112.11387
33.538832,-112.138828
33.448438,-112.018729
33.495076,-112.07847
33.390166,-112.142513
33.514075,-112.11582
33.491724,-112.07876
33.452942,-112.0839
33.670504,-112.031881
33.502644,-112.209274
33.582569,-112.09366
33.623264,-112.133394
33.49882,-112.10636
33.480265,-112.111729
33.373738,-112.134165
33.441069,-112.09941
33.460177,-112.072154
33.447883,-111.968527
33.665441,-112.153803
33.494962,-112.134225
33.551017,-112.117612
33.562426,-112.073688
33.460223,-112.068973
33.487869,-112.151244
33.451615,-112.085553
33.438584,-112.071844
33.443575,-112.126423
33.58946,-112.112265
33.443855,-112.134168
33.439859,-112.076516
33.495301,-112.125361
33.495321,-112.149747
33.654233,-112.15224
33.626018,-112.015282
33.37808,-112.064293
33.4954,-112.126619
33.427751,-112.078066
33.628283,-112.030102
33.463714,-112.066218
33.633222,-112.004907
33.377221,-112.066374
33.576533,-112.088867
33.667277,-112.134239
33.479735,-111.98216
33.622825,-112.012965
33.640094,-112.05535
33.65453879,-111.9258329
33.467289,-112.030597
33.67965,-112.134324
33.510373,-112.05397
33.650764,-112.114527
33.469382,-112.156285
33.448391,-112.037106
33.480085,-112.015962
33.64047,-112.096066
33.505961,-112.238286
33.466233,-112.191825
33.525126,-112.151972
33.46134,-112.091216
33.460662,-112.082718
33.465351,-112.073143
33.540551,-112.136125
33.585364,-112.15117
33.458232,-112.064738
33.510752,-112.074149
33.478309,-111.96986
33.469153,-112.016362
33.394133,-112.098866
33.455737,-112.090923
33.588342,-112.117077
33.536981,-112.142599
33.378376,-111.993088
33.509151,-112.088807
33.49267,-112.214958
33.635587,-112.015879
33.596658,-112.117149
33.575764,-112.056849
33.480199,-112.25239
33.552369,-112.125851
33.495456,-112.129359
33.490365,-112.071285
33.534267,-112.116675
33.534242,-112.10373
33.454918,-112.07931
33.497043,-111.976976
33.451084,-112.019032
33.525868,-112.112552
33.512595,-112.05115
39.97516312,-75.19489864
39.93770558,-75.15083031
39.9957604,-75.11494516
39.99570662,-75.11504291
40.00404949,-75.09723373
39.95895788,-75.17553641
39.98354379,-75.12622428
40.04837385,-75.04860524
39.97216543,-75.12110521
40.05681912,-75.04700432
39.99703107,-75.11369401
39.99406695,-75.11699762
39.97257669,-75.12398576
39.94153003,-75.1831335
39.90584091,-75.24036312
39.99309108,-75.11815494
39.92852631,-75.16869247
39.98906566,-75.12688691
39.97719587,-75.13965742
39.92062003,-75.15951007
39.98336106,-75.09977293
39.95262999,-75.15626499
39.95302957,-75.17807187
39.9494162,-75.14745643
40.02627586,-75.11456676
39.9527231,-75.17866072
40.08070216,-74.96236298
39.95212819,-75.14335817
40.02621424,-75.11456621
39.99613855,-75.11379801
39.99594537,-75.11004744
39.97295144,-75.11961885
39.96916137,-75.13394761
39.96677759,-75.14024494
40.0490649,-75.05083819
40.04914837,-75.05003995
40.04704007,-75.05136881
40.04922028,-75.05042128
40.04941014,-75.05082407
40.04885506,-75.0451504
39.99402879,-75.11392435
39.96694943,-75.20153256
39.99577861,-75.11357899
39.99408208,-75.0957593
40.04601445,-75.04452536
39.96428494,-75.14055724
39.9816613,-75.11685436
40.04964868,-75.24123308
39.99051441,-75.10413051
39.95522965,-75.21069902
39.98396092,-75.12820065
39.98606087,-75.14131216
39.94091242,-75.15075305
39.95142909,-75.18123287
39.94795938,-75.16326532
39.97323004,-75.12338499
40.00218293,-75.10944502
40.04946692,-75.23830056
40.04220253,-75.02624833
40.01752002,-75.15871282
39.99100629,-75.1019921
39.99597183,-75.1378063
39.99330412,-75.11822486
39.95584409,-75.19146516
40.03488287,-75.13069861
40.04823927,-75.04815402
40.08728613,-74.97276962
40.03518696,-75.17543411
40.02773084,-75.22948501
39.95636679,-75.1579393
39.95554292,-75.15661144
39.95269603,-75.20052553
39.92610842,-75.14090356
39.94757197,-75.16343475
39.94793379,-75.16236128
39.91318494,-75.18194754
39.97867939,-75.13883378
39.94541284,-75.14822471
40.0564434,-75.04782153
39.96425996,-75.17603881
40.08763751,-74.97122656
39.9759554,-75.11590468
39.91397566,-75.15053624
39.9131598,-75.15355295
39.98313787,-75.09767858
39.95265007,-75.18966229
40.00228377,-75.11001708
39.98924901,-75.1214112
39.99038144,-75.1042244
39.98380448,-75.1024481
39.9837373,-75.13296796
39.99357419,-75.09653703
39.92534959,-75.17108959
39.89123618,-75.24199695
39.98608254,-75.12976537
39.95036422,-75.23926664
39.94744329,-75.24360316
39.97707807,-75.23078009
39.9932125,-75.10250644
39.9752601,-75.1210881
39.99285537,-75.11543338
39.9479662,-75.16332259
39.92739772,-75.14501384
40.04001924,-75.24217272
39.99052554,-75.10383853
39.9934229,-75.11811189
39.96437221,-75.14077055
39.98879383,-75.12736428
39.98066814,-75.1382661
40.03762058,-75.06684503
39.98886417,-75.12842378
39.99683629,-75.11479533
39.99625967,-75.11386083
40.03130601,-75.10010992
39.99224765,-75.12836155
39.97970561,-75.10953808
39.99380495,-75.11827307
39.96751958,-75.12899036
39.97059917,-75.12323807
39.98376747,-75.09802206
39.94944376,-75.14779795
40.0160902,-75.04701099
39.98343224,-75.1262304
39.99222615,-75.12863949
39.9910599,-75.12657056
39.9201208,-75.16208771
39.99648752,-75.21483789
39.93808618,-75.16844686
39.9924562,-75.12856238
40.08292314,-74.96319525
40.00576504,-75.09906765
39.98781986,-75.13061932
40.0022804,-75.08121634
39.99044803,-75.13268135
40.00224505,-75.10594807
40.01871478,-75.08007688
39.98948022,-75.10747021
40.074342,-75.04661787
39.98408641,-75.13753264
40.0018748,-75.12462226
39.98882201,-75.12810303
39.98733177,-75.13134948
40.0021764,-75.11008681
39.99740219,-75.11911764
39.99616357,-75.11374989
39.99308253,-75.10331999
40.05885377,-75.04245144
40.00539334,-75.1093723
39.89460116,-75.23667702
39.99268244,-75.11409346
40.04140624,-75.24365238
39.97196346,-75.14247652
39.95650859,-75.16474602
40.02707581,-75.2254784
40.02681046,-75.22443924
39.92010485,-75.22693356
39.92361068,-75.14499714
39.95201146,-75.17327856
39.9950957,-75.07807197
39.97544232,-75.18254529
39.9999734,-75.07749398
39.95032677,-75.17746466
39.96403934,-75.22766587
39.95065985,-75.15622509
39.94845966,-75.16638511
39.99272105,-75.14340104
39.92437326,-75.16962817
39.99239159,-75.11920436
39.98883686,-75.12821764
39.97219867,-75.16596568
39.94735822,-75.22521658
39.98512702,-75.12413665
39.98613617,-75.14119414
39.95199442,-75.17366698
39.9250834,-75.16870745
39.98916003,-75.12693775
40.02557593,-75.14229639
39.93945588,-75.16687509
39.97130175,-75.12265594
39.98929709,-75.13124089
39.99047798,-75.12274589
39.99279264,-75.10985897
39.92786478,-75.14694066
40.0436219,-75.01952421
40.04362564,-75.01889386
39.96472364,-75.14165448
39.95738105,-75.13992688
39.95730411,-75.15221842
39.96459172,-75.14154886
39.96468494,-75.14167246
39.96456882,-75.14174016
39.96522386,-75.1412808
39.99542519,-75.11555491
39.9878347,-75.12906159
39.9888499,-75.1283178
39.95360128,-75.18000138
39.93933183,-75.16653888
39.97044667,-75.13510691
39.94178509,-75.18284638
39.93952644,-75.16630557
39.99333811,-75.09633571
39.95852438,-75.16558779
39.91630341,-75.17331394
39.93957191,-75.16709749
40.03176533,-75.2335228
39.93980526,-75.16674547
40.04896124,-75.04254113
39.93976681,-75.16644497
39.9870576,-75.11983983
39.99740917,-75.11917128
40.02628045,-75.22587409
39.93980526,-75.16674547
39.92154457,-75.15445924
39.95822694,-75.1399038
40.07079657,-75.06735194
39.93076756,-75.14584054
39.97529486,-75.12114495
39.95173922,-75.17365246
39.95084649,-75.15678181
39.9357184,-75.17706324
39.99319039,-75.11843278
39.94896387,-75.20008266
39.94999793,-75.20127046
40.04409,-75.02115932
39.92754929,-75.14609177
39.96822651,-75.16522778
39.97839732,-75.10923703
39.9298478,-75.1436179
40.00621553,-75.09328936
39.94415879,-75.14221315
40.0444812,-75.01858343
39.95656977,-75.14591538
39.94892224,-75.17417365
40.00361172,-75.09802408
39.99381057,-75.10704831
39.92884199,-75.14690114
40.04927733,-75.05276494
39.98197239,-75.09886015
39.99034292,-75.11083961
39.98928963,-75.12627042
39.95570384,-75.14383099
39.98007642,-75.13853481
39.99611807,-75.11748745
39.99440265,-75.10107311
39.91630356,-75.15264165
39.99596312,-75.11752065
39.97936579,-75.13177709
39.98794518,-75.13701466
39.95395472,-75.15943563
40.07087521,-75.06749331
39.92461927,-75.16943763
39.99342434,-75.08604298
39.96190731,-75.14510787
40.0796241,-74.96223461
40.01852959,-75.21412046
40.00460424,-75.08549965
39.95429352,-75.17921025
39.96687762,-75.20156681
40.04487043,-75.01744969
39.94153565,-75.18317972
39.99671706,-75.13376677
39.99796386,-75.1262176
40.08804114,-74.98222821
40.02708054,-75.2271972
39.95419281,-75.22253881
39.98582098,-75.12995409
39.94356357,-75.16562132
39.92535215,-75.16938546
39.96789762,-75.12937872
39.9678789,-75.12919373
39.94208001,-75.14448971
39.98887765,-75.12653697
39.92826589,-75.14699728
39.92836369,-75.14522244
39.9859157,-75.13009488
39.94363704,-75.1964325
39.99021117,-75.11332218
39.98886651,-75.12704436
39.94732117,-75.14792661
39.99813963,-75.12430855
39.95641279,-75.14014962
39.985841,-75.13795108
39.99015551,-75.11121512
39.95398868,-75.16063072
39.9915537,-75.09781081
39.9435299,-75.16400993
39.99622696,-75.11767302
39.93826403,-75.17002565
39.97544585,-75.12126851
39.92703085,-75.18308806
39.95559723,-75.18311472
40.04823508,-75.03032269
39.95857296,-75.24713332
39.91201968,-75.15043958
39.91634455,-75.15263693
39.98173021,-75.11745959
40.0352749,-75.17550642
40.02282242,-75.0790437
40.01779281,-75.05753861
40.01164347,-75.08831419
39.99650859,-75.13379805
39.98943116,-75.10245175
39.97214595,-75.12501979
40.05809462,-75.03865343
39.98857168,-75.12124093
39.98823762,-75.12158439
39.97181186,-75.14221022
39.92508727,-75.16975319
40.0063193,-75.08833
39.93169853,-75.14326135
39.98011305,-75.13236395
39.98315844,-75.11525136
39.92162416,-75.1483527
39.91314785,-75.15959165
39.96130067,-75.17038485
39.96436215,-75.1410569
39.94561627,-75.1786083
40.02686929,-75.22548061
39.98919682,-75.12034087
39.95354465,-75.16569697
39.97122731,-75.12454609
39.92409753,-75.24551368
39.99957615,-75.13457051
39.96480326,-75.14053079
40.03365236,-75.07195797
40.03082039,-75.05410713
39.99411202,-75.11691544
39.9685839,-75.12990922
40.08792068,-74.97031579
40.0957792,-74.99126579
39.94840651,-75.16595351
39.96507921,-75.14053175
39.98991067,-75.11317029
39.94860606,-75.16777109
39.95105387,-75.17427318
39.9572774,-75.1403793
40.04896267,-75.04539904
39.92364756,-75.15695046
40.02689318,-75.22720436
39.97611571,-75.12351187
39.9479288,-75.17304164
40.02715057,-75.22623453
39.96885304,-75.12961129
40.02721166,-75.22666713
40.0500333,-75.05173526
40.07941222,-74.96416537
39.93326205,-75.17963234
40.07086023,-75.06745642
39.99209655,-75.0989539
40.04626201,-75.04547979
39.9698739,-75.12519819
39.9531284,-75.15533185
39.95303065,-75.15640133
39.95019134,-75.15378994
39.95136783,-75.15656009
39.95087787,-75.16401172
39.95711842,-75.16588188
39.95303845,-75.1556832
39.95191434,-75.15988541
39.9550087,-75.16774422
39.94911476,-75.15401992
39.95692703,-75.16437079
39.95905016,-75.16389188
39.99562822,-75.11344623
39.95304644,-75.15206314
39.95593683,-75.16780327
39.9533487,-75.15957403
39.95828469,-75.16407944
39.95682904,-75.16800072
39.95889364,-75.16877408
39.95293667,-75.15966247
39.95595041,-75.17575421
39.94813156,-75.15390579
39.95296206,-75.15241998
39.95146901,-75.16876811
39.95071771,-75.17466828
39.93453228,-75.14592846
40.02696743,-75.22541841
40.03085074,-75.23428192
39.93664825,-75.14501823
39.97782061,-75.11864787
39.9514019,-75.17463794
39.99579723,-75.09555838
39.93868149,-75.18723499
39.96531686,-75.14056333
39.97715153,-75.13358954
40.02676391,-75.0773637
40.0023914,-75.11433313
39.95013315,-75.14292394
39.94949676,-75.14229246
39.95016159,-75.14214086
39.95116233,-75.17517022
40.01668562,-75.04822
39.98884972,-75.12651439
40.00411146,-75.09673233
40.00021489,-75.1034716
40.04965648,-75.05035721
39.95362559,-75.19864923
39.92224433,-75.14332644
39.9649634,-75.14075283
39.99375489,-75.1107105
39.98936491,-75.11277094
39.94774463,-75.16078848
39.94727571,-75.16656253
39.9668872,-75.17119634
39.96235841,-75.14221313
39.9236087,-75.14493739
39.93818929,-75.14788188
40.0558051,-75.04851502
39.99077015,-75.11024779
39.9560595,-75.15866946
40.00452268,-75.09580009
40.00441928,-75.09720086
39.9323259,-75.1605838
39.96680042,-75.17100706
39.99538849,-75.11389821
39.94746513,-75.22991465
40.00315183,-75.09381343
39.92288234,-75.14485691
39.95080686,-75.17539538
39.92853384,-75.1432177
39.98690607,-75.12566548
39.99068328,-75.12243655
40.05751381,-75.04162053
39.98590672,-75.12319642
39.99123831,-75.12222814
39.9905542,-75.12268415
39.97234525,-75.12501762
39.99270728,-75.11885246
39.99008683,-75.12097542
39.94912816,-75.15895541
40.00281006,-75.09946397
40.0032604,-75.1050781
39.99618854,-75.11370274
39.94597099,-75.23968481
39.95556705,-75.15680103
39.99627971,-75.11356948
40.03627477,-75.04216374
39.9668642,-75.17109571
39.99731045,-75.1027572
39.94864849,-75.1679533
39.96976761,-75.14656587
40.04670419,-75.05113762
39.97361295,-75.14930647
39.98873569,-75.12651061
39.98092361,-75.13799107
39.96914158,-75.13400552
40.00294174,-75.09851078
40.01277507,-75.06881494
39.99134756,-75.08516571
39.9602109,-75.13717106
39.93050022,-75.14121493
39.93029767,-75.14736694
40.09353801,-75.01512712
39.98897774,-75.14314249
39.95564834,-75.17752032
39.95092201,-75.2492133
39.95464533,-75.14951084
39.9996804,-75.09119347
39.95541735,-75.17911707
39.99578822,-75.11375716
39.93808103,-75.16890717
39.98904727,-75.12670489
39.99121378,-75.12210052
39.99548477,-75.13757468
40.00016956,-75.10287311
39.93026207,-75.16820877
39.99268002,-75.0965792
39.99585185,-75.11381395
39.99600029,-75.11406184
39.96475588,-75.14199462
39.96478231,-75.14148286
39.96476194,-75.14163717
39.94710683,-75.16101472
39.95402249,-75.17143877
39.94632146,-75.16021463
39.97209494,-75.13451292
40.07437738,-75.02774788
39.95205736,-75.17365865
39.99317963,-75.18173836
40.08787413,-74.96721865
40.08474592,-74.96546341
40.08262384,-74.96610373
39.95565302,-75.15041985
39.94851652,-75.17640096
39.99878708,-75.09215787
39.96301962,-75.17470195
40.08208396,-74.96596742
40.02458918,-75.13374362
39.96736259,-75.1770744
39.96316711,-75.14194849
39.94813238,-75.16213179
39.98787632,-75.12591739
40.04406447,-75.23678056
40.07987393,-75.03270606
40.00051629,-75.09078708
39.97239713,-75.12504573
39.92348171,-75.15679632
40.07120386,-75.03516276
39.99738132,-75.127472
40.06602455,-75.05051003
39.98727036,-75.09235997
39.98487185,-75.09358432
39.94905221,-75.14864795
39.9838526,-75.10196512
39.95280833,-75.19215844
39.99644693,-75.11287001
39.94695221,-75.16396152
39.9475285,-75.1592324
39.95066071,-75.17421516
39.94924327,-75.1636034
39.95137007,-75.1746411
39.93025135,-75.14654881
39.93078559,-75.14632112
39.9494652,-75.14308329
39.94974476,-75.15938997
40.00984905,-75.19650598
39.96913364,-75.13679852
39.96356392,-75.13800512
39.96682769,-75.13256625
39.96691584,-75.13241814
40.02442572,-75.13330057
39.97714636,-75.11353412
39.9825926,-75.10117847
39.98361393,-75.11605704
40.0351028,-75.17400324
39.97257272,-75.12410464
39.97778166,-75.11257671
40.03225796,-75.23335421
39.93508467,-75.18509897
39.98656692,-75.13035913
39.9619086,-75.1392108
39.95038625,-75.14636041
39.95549049,-75.17841155
39.96311913,-75.20239512
39.98253141,-75.10131464
39.90419198,-75.24060842
40.03283517,-75.1686579
40.02214912,-75.0669337
39.96619432,-75.13707696
